filename,width,height,class,xmin,ymin,xmax,ymax
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1264,72,1336,172
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1185,73,1268,173
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1001,91,1086,192
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,854,112,928,183
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1607,108,1705,188
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,740,109,827,200
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,645,113,751,205
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,518,149,577,225
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,574,159,668,230
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1198,165,1275,225
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1019,169,1116,238
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,226,164,290,250
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1313,170,1397,265
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,857,1,959,45
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,331,193,395,281
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,762,197,896,288
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,958,198,1072,299
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1261,224,1333,294
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1078,210,1192,312
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1390,232,1457,293
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,899,224,999,305
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,508,222,602,315
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,488,0,599,55
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1179,223,1262,339
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,672,240,772,338
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1484,258,1572,349
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1694,264,1787,346
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,862,263,984,379
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,785,279,868,367
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1412,284,1488,369
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1030,283,1127,397
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1297,320,1382,384
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1348,308,1447,397
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1716,353,1816,410
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,815,330,912,441
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,923,0,1051,78
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,632,356,754,442
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1221,362,1349,437
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,745,348,847,451
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1425,364,1522,442
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1597,390,1687,483
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1474,402,1596,492
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1055,396,1194,500
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,206,408,264,489
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1220,437,1360,501
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1324,428,1417,510
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,913,439,998,516
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,583,2,684,96
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,702,13,810,88
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1409,443,1512,573
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1021,481,1115,557
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1666,471,1777,569
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1200,490,1303,572
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1490,477,1615,590
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1779,510,1873,603
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,973,565,1042,642
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,899,571,986,654
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1668,573,1765,654
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,216,27,276,98
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1167,593,1264,670
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1392,575,1510,692
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,784,594,880,702
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1081,614,1184,705
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,309,637,379,692
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1011,631,1092,711
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,314,639,401,719
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1012,35,1074,102
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1331,656,1412,740
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1243,675,1339,766
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1436,686,1551,772
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,840,26,980,122
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1051,690,1142,795
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1111,711,1214,826
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,651,33,740,123
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1306,738,1432,832
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1427,766,1510,853
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,255,793,367,887
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1244,819,1354,885
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,966,801,1072,923
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,478,29,567,154
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1302,876,1437,974
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,635,911,685,978
videoplayback_mp4-44_jpg.rf.0dc9bdf4c03caa849324435e777e246f.jpg,1920,1080,Honeybee,1506,918,1592,1029
ezgif-frame-028-1-_png.rf.4d89fa9599b9aa8ff76bd7bd576e4ecf.jpg,848,478,Honeybee,543,176,588,214
ezgif-frame-028-1-_png.rf.4d89fa9599b9aa8ff76bd7bd576e4ecf.jpg,848,478,Honeybee,259,248,337,296
ezgif-frame-028-1-_png.rf.4d89fa9599b9aa8ff76bd7bd576e4ecf.jpg,848,478,Honeybee,758,363,841,409
ezgif-frame-028-1-_png.rf.4d89fa9599b9aa8ff76bd7bd576e4ecf.jpg,848,478,Honeybee,758,31,837,103
ezgif-frame-073_png.rf.44fe3302be9da7a814d2773c7d83cc2c.jpg,848,478,Honeybee,1,99,190,263
ezgif-frame-073_png.rf.44fe3302be9da7a814d2773c7d83cc2c.jpg,848,478,Honeybee,232,103,375,277
ezgif-frame-073_png.rf.44fe3302be9da7a814d2773c7d83cc2c.jpg,848,478,Honeybee,359,203,524,322
ezgif-frame-073_png.rf.44fe3302be9da7a814d2773c7d83cc2c.jpg,848,478,Honeybee,503,13,571,88
ezgif-frame-093_png.rf.2bbbc96ce72f9eda32bd754fe16a7d53.jpg,848,478,Honeybee,594,139,680,196
ezgif-frame-093_png.rf.2bbbc96ce72f9eda32bd754fe16a7d53.jpg,848,478,Honeybee,216,165,293,220
ezgif-frame-093_png.rf.2bbbc96ce72f9eda32bd754fe16a7d53.jpg,848,478,Honeybee,549,193,618,253
ezgif-frame-093_png.rf.2bbbc96ce72f9eda32bd754fe16a7d53.jpg,848,478,Honeybee,666,302,715,334
ezgif-frame-093_png.rf.2bbbc96ce72f9eda32bd754fe16a7d53.jpg,848,478,Honeybee,754,308,785,342
ezgif-frame-093_png.rf.2bbbc96ce72f9eda32bd754fe16a7d53.jpg,848,478,Honeybee,258,300,312,370
ezgif-frame-093_png.rf.2bbbc96ce72f9eda32bd754fe16a7d53.jpg,848,478,Honeybee,458,331,499,359
ezgif-frame-093_png.rf.2bbbc96ce72f9eda32bd754fe16a7d53.jpg,848,478,Honeybee,592,345,628,377
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,534,1030,598,1080
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,652,59,800,162
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,1363,76,1428,150
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,1752,137,1885,216
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,583,202,672,309
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,1722,205,1842,308
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,124,4,182,57
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,1790,279,1888,376
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,1291,307,1408,354
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,750,301,846,398
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,1603,339,1719,440
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,23,367,131,426
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,1268,372,1366,463
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,873,375,962,507
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,1419,402,1507,490
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,1596,0,1697,96
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,1541,9,1650,94
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,1753,475,1864,552
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,1147,8,1240,102
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,1494,503,1602,609
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,510,3,619,128
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,1689,2,1786,131
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,284,17,365,169
videoplayback_mp4-24_jpg.rf.06f6a30f25ffd6fd04b42c8c8b12114d.jpg,1920,1080,Honeybee,1839,66,1912,122
ezgif-frame-193_png.rf.e561d02b622541caa7f85ac349249541.jpg,848,478,Honeybee,209,201,248,244
ezgif-frame-193_png.rf.e561d02b622541caa7f85ac349249541.jpg,848,478,Honeybee,449,235,496,261
ezgif-frame-193_png.rf.e561d02b622541caa7f85ac349249541.jpg,848,478,Honeybee,560,269,603,304
ezgif-frame-193_png.rf.e561d02b622541caa7f85ac349249541.jpg,848,478,Honeybee,503,289,536,325
ezgif-frame-193_png.rf.e561d02b622541caa7f85ac349249541.jpg,848,478,Honeybee,376,381,414,417
ezgif-frame-193_png.rf.e561d02b622541caa7f85ac349249541.jpg,848,478,Honeybee,456,46,504,80
ezgif-frame-193_png.rf.e561d02b622541caa7f85ac349249541.jpg,848,478,Honeybee,576,51,615,86
ezgif-frame-169-1-_png.rf.c13f1c834da97f10fa13c6a89552925d.jpg,1920,1080,Honeybee,765,331,1144,911
ezgif-frame-088_png.rf.793dd3ecb6450db0abe4375699d8b65f.jpg,848,478,Honeybee,285,13,420,165
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,841,58,922,143
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,349,989,430,1049
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,639,23,735,182
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,453,965,563,1079
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1432,1035,1558,1078
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1286,48,1385,177
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1433,34,1542,191
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1234,75,1310,171
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,937,87,1047,219
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1820,116,1917,225
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1425,190,1550,283
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1749,215,1883,337
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1374,0,1483,56
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1596,218,1716,344
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,908,234,1003,340
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1236,265,1338,369
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1537,254,1626,380
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,740,253,850,384
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,244,0,314,64
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1288,266,1377,377
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1067,270,1167,376
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1113,292,1223,393
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1399,314,1499,398
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,868,335,979,440
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,972,340,1075,442
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1602,353,1728,432
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1232,0,1339,81
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,127,336,264,466
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,271,357,361,463
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1170,381,1261,491
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1150,4,1255,87
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,444,395,575,538
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,252,2,378,96
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1510,6,1624,95
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,320,503,447,622
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,622,469,780,682
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1140,520,1253,644
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,833,576,914,713
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,652,614,752,693
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1742,624,1862,741
videoplayback_mp4-34_jpg.rf.4e5c4f0ba18bbd2d2f8c15129a8dcb2a.jpg,1920,1080,Honeybee,1694,48,1805,150
videoplayback_mp4-57_jpg.rf.55880fad7c1bbfd93891024af3a9dac6.jpg,1920,1080,Honeybee,1629,1011,1730,1066
videoplayback_mp4-57_jpg.rf.55880fad7c1bbfd93891024af3a9dac6.jpg,1920,1080,Honeybee,429,70,543,148
videoplayback_mp4-57_jpg.rf.55880fad7c1bbfd93891024af3a9dac6.jpg,1920,1080,Honeybee,612,75,713,158
videoplayback_mp4-57_jpg.rf.55880fad7c1bbfd93891024af3a9dac6.jpg,1920,1080,Honeybee,744,119,850,199
videoplayback_mp4-57_jpg.rf.55880fad7c1bbfd93891024af3a9dac6.jpg,1920,1080,Honeybee,353,129,424,200
videoplayback_mp4-57_jpg.rf.55880fad7c1bbfd93891024af3a9dac6.jpg,1920,1080,Honeybee,1238,121,1341,226
videoplayback_mp4-57_jpg.rf.55880fad7c1bbfd93891024af3a9dac6.jpg,1920,1080,Honeybee,1349,122,1450,258
videoplayback_mp4-57_jpg.rf.55880fad7c1bbfd93891024af3a9dac6.jpg,1920,1080,Honeybee,856,144,977,242
videoplayback_mp4-57_jpg.rf.55880fad7c1bbfd93891024af3a9dac6.jpg,1920,1080,Honeybee,1328,139,1411,251
